4.583,-2.976,1.521,-8.696,-6.304,0,6.799,9.961,4.281,0,3.501,0.013,0,0.934,-6.257,0.03,0,1.793,3.493,9.685,0,5.519,6.117,6.476,-2.578,0,3.495,-0.532,5.414,-3.515,8.931,1.956,-9.759,2.721,7.411,0,-3.013,0,0,0,0,0,2.708,1.078,-1.025,-3.143,0,-1.106,-1.686,7.14,7.19,-0.848,0,-4.352,-8.629,8.147,3.013,-1.741,-4.976,-0.198,-2.229,0,0.267,3.786,0,-4.199,-1.128,-4.513,-5.893,1.699,3.519,-4.078,1.182,4.814,7.201,-8.748,-9.181,8.001,5.563,-3.892,0,-2.831,-7.23,7.073,8.062,0,0.365,-3.228,8.64,0,7.292,-7.301,-1.122,-3.282,3.845,4.108,0.311,2.647,0,5.221,6.701,-4.183,0,0,7.918,-7.761,-2.365,-1.095,6.999,0,9.634,5.989,0,-3.674,7.099,0,4.668,-3.333,8.914,-1.921,1.478,3.344,-8.253,-6.489,6.543,0,2.145,0,-333.499
-3.996,0,6.666,0,0,1.015,0,-9.804,6.195,-4.168,0,-1.634,-7.889,0,3.391,-2.178,1.551,-1.528,0.056,0,-2.628,-4.166,-9.678,-9.535,-1.568,-7.324,-5.296,8.805,0.027,-7.755,4.938,0,3.587,7.555,2.916,-0.888,-3.943,2.078,5.192,-2.65,0,9.27,-6.703,8.208,3.457,-6.783,0,0,9.692,-8.863,2.901,9.409,-4.898,0,8.598,6.606,3.708,5.319,-8.719,-0.135,9.052,-0.14,-2.67,7.221,-7.238,-5.077,9.59,0,-0.307,-8.297,0,2.302,3.054,1.716,-0.914,0,-9.84,-9.776,-9.6,9.367,-6.989,0.294,2.832,-9.125,0,-2.093,0,0,-2.715,-8.985,-4.414,5.739,0,-0.845,0,3.563,8.796,-7.483,4.679,4.874,0,7.732,-0.082,5.48,2.295,-4.61,9.936,1.692,5.177,-5.07,-4.844,-5.855,5.4,0,9.555,-2.933,6.929,0,2.718,-5.687,6.101,-8.278,0,0,-2.905,-6.779,0,-8.212,383.118
1.276,0,0,-7.675,5.798,-7.107,0,8.505,3.902,5.696,0.822,6.73,-1.133,-6.786,5.586,2.494,9.626,1.012,-5.681,5.48,0,8.513,-6.776,0,9.648,-2.659,-3.337,-4.012,-5.913,0,8.205,0,3.378,9.281,-8.664,0,0,0,5.008,3.194,2.88,-6.181,-9.459,5.504,8.854,-0.947,8.882,0.61,-8.95,7.233,-0.678,6.349,9.46,2.808,-9.848,0,7.587,-9.697,-5.575,-2.761,1.075,-3.902,-1.684,-4.314,9.998,-2.923,7.221,0,0.124,0,9.364,0,0.07,8.789,2.13,-7.612,4.785,9.587,2.751,8.918,1.88,-9.827,-7.629,9.662,0,5.819,8.352,8.746,-1.554,4.93,-5.222,4.962,-5.295,1.348,6.992,-3.12,-8.983,6.738,0,6.569,4.427,-1.564,6.701,0,7.977,0,5.236,9.624,-8.028,6.167,0,0,0,-6.548,7.484,8.259,-1.54,0,-6.69,0,0.279,-1.928,4.1,7.029,4.119,0,-2.71,-6.61,-425.163
-3.179,-8.958,-6.615,9.018,-6.491,0,6.204,9.896,7.842,-9.312,-6.288,-5.74,-7.688,-0.71,3.696,-5.096,0,-1.899,5.535,1.631,0,-9.75,0,1.184,-6.139,-9.082,-4.682,-3.553,0,0.98,0,9.333,-8.632,-9.782,-2.313,-9.124,0,8.966,0,1.767,-0.449,0,7.91,0,3.554,0,7.138,-4.501,6.561,0,-9.24,4.524,-6.602,0,9.68,0,0,2.043,7.166,9.846,9.506,7.426,-1.229,-7.499,0,-3.02,8.639,9.083,1.034,-8.428,1.57,6.098,8.303,0.464,0,-7.429,5.742,3.769,-6.041,8.918,2.969,0,0,9.58,-9.089,0,2.775,8.616,0.901,1.576,-4.885,-2.387,-0.85,8.964,4.552,4.692,-2.109,-3.781,-9.87,-8.492,0,-2.576,-6.131,6.746,6.975,0,4.378,0.293,0,2.249,0,1.79,5.496,0,7.737,-4.103,0,7.892,-4.301,0,4.478,0,-2.99,8.143,2.124,0,-5.487,0,-45.302
0.043,0,-1.495,-4.863,1.244,0,-7.131,-2.611,2.873,0,-0.976,7.133,-9.401,-7.911,1.029,0,6.046,-8.33,0.02,-6.281,-5.059,9.673,-7.628,-1.144,-1.191,7.435,-1.247,-9.94,7.675,-1.86,6.358,-6.208,7.366,0,0,6.633,0.054,4.525,0,6.766,-7.817,-4.797,9.012,-0.489,0,0.415,-0.882,-7.005,-8.193,-2.627,1.601,0,-6.934,-4.856,9.979,-5.125,8.304,-0.975,4.516,-5.558,0,3.936,4.954,9.152,1.102,4.618,-5.96,-4.713,9.607,7.847,0,-6.481,5.738,-9.474,-6.841,2.708,8.074,0,-9.298,-0.265,0,0,9.97,0,0.634,0,-8.863,-3.897,-6.614,-7.621,-7.747,5.75,-1.497,-2.349,-4.516,4.788,0,3.739,-8.635,2.541,5.155,2.868,-1.335,4.786,-5.835,0.422,9.475,0,0,-1.272,0,2.345,6.135,-8.89,9.393,3.675,-7.597,-8.326,0,8.99,-2.131,8.448,0,0,8.286,3.348,-9.746,6.488,755.343
0,1.79,-3.214,6.979,0.236,0,6.653,6.453,-8.929,-8.885,-9.49,7.565,-9.427,5.676,-6.938,0,0,-3.378,7.837,-3.042,-3.732,-3.719,7.311,0,-8.054,-6.029,7.46,1.594,-4.688,0,-0.722,0,0,-7.525,4.949,-7.364,-7.652,-4.704,8.367,-4.284,-6.316,7.739,4.552,-1.873,-8.495,-2.852,2.114,-0.336,8.718,-9.841,-0.933,-0.051,1.896,-2.906,0,-5.04,1.773,-5.967,7.387,0,0,7.796,-0.551,-7.075,6.877,-8.763,0,6.408,0,8.833,8.627,-1.777,-2.344,1.943,6.436,3.874,-0.686,-1.034,-9.3,0,9.661,0,1.564,7.948,0,4.765,-6.494,3.578,-2.179,-1.875,-7.735,1.793,-9.375,-6.196,2.788,-7.19,6.671,0,-6.586,-1.433,-6.964,0,3.325,7.174,-4.097,4.86,6.238,-3.249,7.93,4.174,0,8.989,8.622,-9.51,4.062,5.81,6.042,-8.178,7.793,6.562,-6.001,0,-0.265,-9.815,7.296,2.286,-6.71,-9.945,957.553
0,-1.519,0,-4.863,7.049,-5.63,9.191,0,-5.059,-1.069,9.674,5.146,0,0,1.09,2.108,7.938,-7.633,-4.109,-6.706,0,4.022,-6.484,-7.231,1.119,8.443,0.64,0,0,-5.072,-0.431,0,-6.389,0,8.355,0,6.994,5.575,4.804,-5.398,0,-1.498,0.251,0,-5.093,-4.265,-3.904,3.538,0,-3.787,-2.419,4.524,-1.909,9.292,-2.486,-9.169,1.026,6.127,-2.338,8.56,7.58,8.765,-2.235,0,8.928,7.751,7.066,0.947,-9.608,-8.544,8.653,6.36,5.648,-4.787,-8.897,0,-3.083,-5.154,0,-6.52,-0.388,-7.147,1.747,-3.078,5.66,0,-2.933,-3.479,-7.61,-3.053,-5.192,0,-0.704,-8.397,0.438,5.361,-3.581,-6.143,0,0,6.012,0,0,0,-9.947,4.766,-9.771,0,7.385,8.407,-5.009,7.146,-2.726,8.233,9.753,0,0,3.747,-1.357,0,-8.565,-4.308,3.163,9.636,-6.618,-8.736,-5.745,1.109,697.099
8.497,7.436,-4.29,-4.922,2.608,5.667,3.937,8.624,-7.429,0,5.219,0,0,2.208,-8.062,2.74,-8.029,0,-6.347,-7.747,-2.124,-3.56,-1.043,4.414,-3.614,2.063,8.542,-5.807,-4.211,7.811,-6.871,3.039,0,0,6.746,6.752,0,0,3.077,5.399,8.823,5.994,9.113,0,9.382,-4.848,0,-3.651,-7.137,7.412,0,-7.095,9.39,8.753,4.133,0.223,4.67,4.332,-2.511,0,-4.12,-3.145,-9.393,-5.434,-5.643,0,-2.562,5.742,-6.655,-2.541,0,-6.033,0,-5.796,1.264,-9.484,-1.113,5.218,-6.102,-9.009,0,9.062,8.894,7.064,-6.717,-9.818,-1.711,6.068,6.409,5.554,2.587,-2.462,-1.723,-6.631,-8.99,-8.485,7.05,-6.055,-3.831,-7.224,-7.265,0,0.652,8.028,0,1.802,-0.643,-9.004,4.543,2.234,0,4.829,1.552,-7.28,-9.015,-0.26,7.481,-6.871,-4.324,0,6.343,0,-5.402,2.041,9.047,0,-0.132,8.003,124.789
2.743,-8.853,-1.32,0,-1.011,0,0,-9.786,2.041,-1.708,6.179,1.365,-1.293,-5.669,-4.739,9.841,1.335,-7.856,2.631,-7.573,2.961,3.136,-1.282,8.496,-0.22,8.754,6.189,-3.477,-3.554,-1.327,2.774,1.768,-3.149,-7.826,0,-2.401,0,6.552,0,5.729,-8.617,0,0,-5.715,7.742,-5.484,0,0.977,2.121,-9.962,8.593,-8.419,-8.792,0,5.471,-0.553,-7.455,6.449,5.299,-1.961,5.988,-1.846,0,-5.369,0,2.388,-8.721,-4.203,-4.9,0.881,5.512,6.073,-0.763,-5.173,-3.309,-5.469,7.162,0,2.796,-4.607,-2.697,-1.158,-1.737,7.848,3.087,-5.481,-2.542,3.78,6.956,-1.016,-5.216,0,0.546,3.359,9.232,3.278,-3.366,8.989,0,1.93,0.277,-1.352,-9.557,-2.218,3.35,0,0,-9.945,-9.515,0,-0.143,8.781,-7.438,-0.869,-7.45,-2.756,-1.832,8.789,0,-9.45,4.358,0,-3.383,0,0.809,-8.274,3.066,-1.455,270.241
2.738,-2.589,0,0,-3.135,-8.513,2.447,-2.076,-0.137,-2.282,7.961,0,-4.397,6.315,-9.342,7.511,9.425,4.477,0,8.254,0,8.09,-8.029,0.341,7.832,3.511,-6.879,-0.94,7.611,0,0,-7.157,-8.914,-4.077,0.51,0,4.145,0,9.499,-8.996,-9.522,0,-3.391,-9.377,0,0,-4.204,1.622,9.098,-2.565,4.255,0,7.425,1.532,0,-7.902,-8.351,5.697,7.786,-4.463,0,-8.655,0,-8.052,4.044,-7.256,-7.822,3.38,-8.948,0.197,-4.28,4.796,4.41,7.712,-1.31,4.878,-5.794,-4.095,1.31,7.661,9.112,7.678,0,-1.594,4.657,-1.415,-9.404,7.691,0,3.776,4.044,0,-8.72,9.489,5.202,-5.852,-8.275,5.789,-4.467,-7.069,3.079,5.739,0,-2.91,6.555,-2.72,-5.433,-1.992,0.373,9.616,-9.869,-1.813,-4.654,0,4.967,-9.487,0,0,6.692,6.787,-0.713,-6.661,0,8.14,0,-6.306,0,-8.39,150.616
